gene_id	go_id	Evidence	Ontology
CALMACT00000003631	GO:0006835	IEA	BP
CALMACT00000003631	GO:0016020	IEA	CC
CALMACT00000003631	GO:0017153	IEA	MF
CALMACT00000035123	GO:0005975	IEA	BP
CALMACT00000035123	GO:0016773	IEA	MF
CALMACT00000034221	GO:0004866	IEA	MF
CALMACT00000015510	GO:0006486	IEA	BP
CALMACT00000015510	GO:0008378	IEA	MF
CALMACT00000015510	GO:0016020	IEA	CC
CALMACT00000029471	GO:0005215	IEA	MF
CALMACT00000029471	GO:0006810	IEA	BP
CALMACT00000029471	GO:0016020	IEA	CC
CALMACT00000017444	GO:0070403	IEA	MF
CALMACT00000001592	GO:0005515	IEA	MF
CALMACT00000001592	GO:0006457	IEA	BP
CALMACT00000019962	GO:0046872	IEA	MF
CALMACT00000010623	GO:0003676	IEA	MF
CALMACT00000010623	GO:0046983	IEA	MF
CALMACT00000006209	GO:0008152	IEA	BP
CALMACT00000018522	GO:0005515	IEA	MF
CALMACT00000018046	GO:0005506	IEA	MF
CALMACT00000018046	GO:0016705	IEA	MF
CALMACT00000018046	GO:0020037	IEA	MF
CALMACT00000018046	GO:0055114	IEA	BP
CALMACT00000032154	GO:0005272	IEA	MF
CALMACT00000032154	GO:0006814	IEA	BP
CALMACT00000032154	GO:0016020	IEA	CC
CALMACT00000014409	GO:0004930	IEA	MF
CALMACT00000014409	GO:0007186	IEA	BP
CALMACT00000014409	GO:0016021	IEA	CC
CALMACT00000000098	GO:0003824	IEA	MF
CALMACT00000000098	GO:0050662	IEA	MF
CALMACT00000019356	GO:0000413	IEA	BP
CALMACT00000019356	GO:0003755	IEA	MF
CALMACT00000019356	GO:0006457	IEA	BP
CALMACT00000015930	GO:0005509	IEA	MF
CALMACT00000009758	GO:0008483	IEA	MF
CALMACT00000009758	GO:0030170	IEA	MF
CALMACT00000027672	GO:0008152	IEA	BP
CALMACT00000027672	GO:0016624	IEA	MF
CALMACT00000025900	GO:0005634	IEA	CC
CALMACT00000025900	GO:0008270	IEA	MF
CALMACT00000025900	GO:0046872	IEA	MF
CALMACT00000010420	GO:0004174	IEA	MF
CALMACT00000010420	GO:0055114	IEA	BP
CALMACT00000004449	GO:0005515	IEA	MF
CALMACT00000022722	GO:0046872	IEA	MF
CALMACT00000024176	GO:0003676	IEA	MF
CALMACT00000024176	GO:0003676	IEA	MF
CALMACT00000024176	GO:0006139	IEA	BP
CALMACT00000024176	GO:0008408	IEA	MF
CALMACT00000002172	GO:0006470	IEA	BP
CALMACT00000002172	GO:0008138	IEA	MF
CALMACT00000026394	GO:0005506	IEA	MF
CALMACT00000026394	GO:0016705	IEA	MF
CALMACT00000026394	GO:0020037	IEA	MF
CALMACT00000026394	GO:0055114	IEA	BP
CALMACT00000033719	GO:0001522	IEA	BP
CALMACT00000033719	GO:0003723	IEA	MF
CALMACT00000033719	GO:0009451	IEA	BP
CALMACT00000033719	GO:0009982	IEA	MF
CALMACT00000033719	GO:0006396	IEA	BP
CALMACT00000027281	GO:0006364	IEA	BP
CALMACT00000027281	GO:0032040	IEA	CC
CALMACT00000023355	GO:0003735	IEA	MF
CALMACT00000023355	GO:0005622	IEA	CC
CALMACT00000023355	GO:0005840	IEA	CC
CALMACT00000023355	GO:0006412	IEA	BP
CALMACT00000004285	GO:0016021	IEA	CC
CALMACT00000004285	GO:0050909	IEA	BP
CALMACT00000021241	GO:0003677	IEA	MF
CALMACT00000021241	GO:0003899	IEA	MF
CALMACT00000021241	GO:0006351	IEA	BP
CALMACT00000019445	GO:0005515	IEA	MF
CALMACT00000031754	GO:0051260	IEA	BP
CALMACT00000025048	GO:0008152	IEA	BP
CALMACT00000025048	GO:0016491	IEA	MF
CALMACT00000025048	GO:0055114	IEA	BP
CALMACT00000034803	GO:0005488	IEA	MF
CALMACT00000023496	GO:0005506	IEA	MF
CALMACT00000023496	GO:0016705	IEA	MF
CALMACT00000023496	GO:0020037	IEA	MF
CALMACT00000023496	GO:0055114	IEA	BP
CALMACT00000001939	GO:0016798	IEA	MF
CALMACT00000012587	GO:0016021	IEA	CC
CALMACT00000012587	GO:0055085	IEA	BP
CALMACT00000024775	GO:0003824	IEA	MF
CALMACT00000024775	GO:0005515	IEA	MF
CALMACT00000010789	GO:0008152	IEA	BP
CALMACT00000010789	GO:0016491	IEA	MF
CALMACT00000008061	GO:0006457	IEA	BP
CALMACT00000018459	GO:0005509	IEA	MF
CALMACT00000018459	GO:0007156	IEA	BP
CALMACT00000018459	GO:0016020	IEA	CC
CALMACT00000018459	GO:0005509	IEA	MF
CALMACT00000018459	GO:0016020	IEA	CC
CALMACT00000016380	GO:0016021	IEA	CC
CALMACT00000014930	GO:0003677	IEA	MF
CALMACT00000031297	GO:0016021	IEA	CC
CALMACT00000031297	GO:0022857	IEA	MF
CALMACT00000031297	GO:0055085	IEA	BP
CALMACT00000031297	GO:0016021	IEA	CC
CALMACT00000031297	GO:0055085	IEA	BP
CALMACT00000029038	GO:0046872	IEA	MF
CALMACT00000015563	GO:0016787	IEA	MF
CALMACT00000007304	GO:0004930	IEA	MF
CALMACT00000007304	GO:0007186	IEA	BP
CALMACT00000007304	GO:0016021	IEA	CC
CALMACT00000028469	GO:0016021	IEA	CC
CALMACT00000024978	GO:0003676	IEA	MF
CALMACT00000003588	GO:0005515	IEA	MF
CALMACT00000003588	GO:0016772	IEA	MF
CALMACT00000003588	GO:0016773	IEA	MF
CALMACT00000013205	GO:0003951	IEA	MF
CALMACT00000013205	GO:0008152	IEA	BP
CALMACT00000013205	GO:0004143	IEA	MF
CALMACT00000013205	GO:0007205	IEA	BP
CALMACT00000013205	GO:0007165	IEA	BP
CALMACT00000013205	GO:0035556	IEA	BP
CALMACT00000034406	GO:0005515	IEA	MF
CALMACT00000002476	GO:0003735	IEA	MF
CALMACT00000002476	GO:0005622	IEA	CC
CALMACT00000002476	GO:0005840	IEA	CC
CALMACT00000002476	GO:0006412	IEA	BP
CALMACT00000002476	GO:0005515	IEA	MF
CALMACT00000033009	GO:0031514	IEA	CC
CALMACT00000033009	GO:0048870	IEA	BP
CALMACT00000002208	GO:0006470	IEA	BP
CALMACT00000002208	GO:0008138	IEA	MF
CALMACT00000016658	GO:0046872	IEA	MF
CALMACT00000030317	GO:0016021	IEA	CC
CALMACT00000030317	GO:0055085	IEA	BP
CALMACT00000004765	GO:0005515	IEA	MF
CALMACT00000032381	GO:0046872	IEA	MF
CALMACT00000031807	GO:0005515	IEA	MF
CALMACT00000031807	GO:0018024	IEA	MF
CALMACT00000031036	GO:0005543	IEA	MF
CALMACT00000002722	GO:0005525	IEA	MF
CALMACT00000002722	GO:0007264	IEA	BP
CALMACT00000034247	GO:0020037	IEA	MF
CALMACT00000009412	GO:0003951	IEA	MF
CALMACT00000009412	GO:0006741	IEA	BP
CALMACT00000009412	GO:0008152	IEA	BP
CALMACT00000009412	GO:0003951	IEA	MF
CALMACT00000009412	GO:0008152	IEA	BP
CALMACT00000017396	GO:0005515	IEA	MF
CALMACT00000021143	GO:0016881	IEA	MF
CALMACT00000002440	GO:0016772	IEA	MF
CALMACT00000002440	GO:0038032	IEA	BP
CALMACT00000024716	GO:0035556	IEA	BP
CALMACT00000012167	GO:0016021	IEA	CC
CALMACT00000012167	GO:0055085	IEA	BP
CALMACT00000003820	GO:0003676	IEA	MF
CALMACT00000003820	GO:0003676	IEA	MF
CALMACT00000003820	GO:0004523	IEA	MF
CALMACT00000005449	GO:0005515	IEA	MF
CALMACT00000031684	GO:0042302	IEA	MF
CALMACT00000014230	GO:0005515	IEA	MF
CALMACT00000000444	GO:0004721	IEA	MF
CALMACT00000000444	GO:0005634	IEA	CC
CALMACT00000000444	GO:0005737	IEA	CC
CALMACT00000000444	GO:0006470	IEA	BP
CALMACT00000000444	GO:0005515	IEA	MF
CALMACT00000000444	GO:0016787	IEA	MF
CALMACT00000006709	GO:0005515	IEA	MF
CALMACT00000033361	GO:0016021	IEA	CC
CALMACT00000027850	GO:0004672	IEA	MF
CALMACT00000027850	GO:0005524	IEA	MF
CALMACT00000027850	GO:0006468	IEA	BP
CALMACT00000027850	GO:0016772	IEA	MF
CALMACT00000001650	GO:0005515	IEA	MF
CALMACT00000023109	GO:0008527	IEA	MF
CALMACT00000023109	GO:0016021	IEA	CC
CALMACT00000023109	GO:0050912	IEA	BP
CALMACT00000007561	GO:0005524	IEA	MF
CALMACT00000007561	GO:0016887	IEA	MF
CALMACT00000016600	GO:0046983	IEA	MF
CALMACT00000017766	GO:0003676	IEA	MF
CALMACT00000017766	GO:0015074	IEA	BP
CALMACT00000026162	GO:0004672	IEA	MF
CALMACT00000026162	GO:0006468	IEA	BP
CALMACT00000026162	GO:0007155	IEA	BP
CALMACT00000026162	GO:0016772	IEA	MF
CALMACT00000001321	GO:0005515	IEA	MF
CALMACT00000001321	GO:0016020	IEA	CC
CALMACT00000001321	GO:0016192	IEA	BP
CALMACT00000005254	GO:0001682	IEA	BP
CALMACT00000005254	GO:0004526	IEA	MF
CALMACT00000005254	GO:0004526	IEA	MF
CALMACT00000005254	GO:0006396	IEA	BP
CALMACT00000020406	GO:0003735	IEA	MF
CALMACT00000020406	GO:0005840	IEA	CC
CALMACT00000020406	GO:0006412	IEA	BP
CALMACT00000020406	GO:0004842	IEA	MF
CALMACT00000020406	GO:0006915	IEA	BP
CALMACT00000020406	GO:0032465	IEA	BP
CALMACT00000020406	GO:0016881	IEA	MF
CALMACT00000027909	GO:0008270	IEA	MF
CALMACT00000019039	GO:0005515	IEA	MF
CALMACT00000000529	GO:0003824	IEA	MF
CALMACT00000000529	GO:0005975	IEA	BP
CALMACT00000000529	GO:0030246	IEA	MF
CALMACT00000000529	GO:0004553	IEA	MF
CALMACT00000000529	GO:0005975	IEA	BP
CALMACT00000024013	GO:0003677	IEA	MF
CALMACT00000033333	GO:0003676	IEA	MF
CALMACT00000012039	GO:0008152	IEA	BP
CALMACT00000012039	GO:0016787	IEA	MF
CALMACT00000005160	GO:0016021	IEA	CC
CALMACT00000005160	GO:0050909	IEA	BP
CALMACT00000010195	GO:0005515	IEA	MF
CALMACT00000031895	GO:0003723	IEA	MF
CALMACT00000031895	GO:0003735	IEA	MF
CALMACT00000031895	GO:0005840	IEA	CC
CALMACT00000031895	GO:0006412	IEA	BP
CALMACT00000028628	GO:0004930	IEA	MF
CALMACT00000028628	GO:0007186	IEA	BP
CALMACT00000028628	GO:0016021	IEA	CC
CALMACT00000021464	GO:0004672	IEA	MF
CALMACT00000021464	GO:0006468	IEA	BP
CALMACT00000021464	GO:0016772	IEA	MF
CALMACT00000000145	GO:0000166	IEA	MF
CALMACT00000000145	GO:0003677	IEA	MF
CALMACT00000000145	GO:0003887	IEA	MF
CALMACT00000000145	GO:0006260	IEA	BP
CALMACT00000000145	GO:0003676	IEA	MF
CALMACT00000000145	GO:0003887	IEA	MF
CALMACT00000000351	GO:0003676	IEA	MF
CALMACT00000027076	GO:0005515	IEA	MF
CALMACT00000009064	GO:0008083	IEA	MF
CALMACT00000009064	GO:0008083	IEA	MF
CALMACT00000009064	GO:0040007	IEA	BP
CALMACT00000015205	GO:0003677	IEA	MF
CALMACT00000015205	GO:0003682	IEA	MF
CALMACT00000015205	GO:0005515	IEA	MF
CALMACT00000023663	GO:0003951	IEA	MF
CALMACT00000023663	GO:0008152	IEA	BP
CALMACT00000023663	GO:0004143	IEA	MF
CALMACT00000023663	GO:0007205	IEA	BP
CALMACT00000023663	GO:0035556	IEA	BP
CALMACT00000030794	GO:0004553	IEA	MF
CALMACT00000030794	GO:0005975	IEA	BP
CALMACT00000030794	GO:0004563	IEA	MF
CALMACT00000005317	GO:0005506	IEA	MF
CALMACT00000005317	GO:0016705	IEA	MF
CALMACT00000005317	GO:0020037	IEA	MF
CALMACT00000005317	GO:0055114	IEA	BP
CALMACT00000016171	GO:0004767	IEA	MF
CALMACT00000016171	GO:0006685	IEA	BP
CALMACT00000016171	GO:0016787	IEA	MF
CALMACT00000013429	GO:0004984	IEA	MF
CALMACT00000013429	GO:0005549	IEA	MF
CALMACT00000013429	GO:0007608	IEA	BP
CALMACT00000013429	GO:0016020	IEA	CC
CALMACT00000012630	GO:0003824	IEA	MF
CALMACT00000012630	GO:0008152	IEA	BP
CALMACT00000018887	GO:0005515	IEA	MF
CALMACT00000026444	GO:0005549	IEA	MF
CALMACT00000012518	GO:0000166	IEA	MF
CALMACT00000012518	GO:0004812	IEA	MF
CALMACT00000012518	GO:0005524	IEA	MF
CALMACT00000012518	GO:0006418	IEA	BP
CALMACT00000019224	GO:0003824	IEA	MF
CALMACT00000016635	GO:0005515	IEA	MF
CALMACT00000016635	GO:0005737	IEA	CC
CALMACT00000016635	GO:0018149	IEA	BP
CALMACT00000015470	GO:0005515	IEA	MF
CALMACT00000008725	GO:0003676	IEA	MF
CALMACT00000026381	GO:0004842	IEA	MF
CALMACT00000027008	GO:0016021	IEA	CC
CALMACT00000027008	GO:0055085	IEA	BP
CALMACT00000004311	GO:0005515	IEA	MF
CALMACT00000004311	GO:0035556	IEA	BP
CALMACT00000010295	GO:0003676	IEA	MF
CALMACT00000034413	GO:0006777	IEA	BP
CALMACT00000031660	GO:0004129	IEA	MF
CALMACT00000031660	GO:0005746	IEA	CC
CALMACT00000031660	GO:0009055	IEA	MF
CALMACT00000008239	GO:0005515	IEA	MF
CALMACT00000008239	GO:0016772	IEA	MF
CALMACT00000008239	GO:0016773	IEA	MF
CALMACT00000024385	GO:0003676	IEA	MF
CALMACT00000008535	GO:0005488	IEA	MF
CALMACT00000008535	GO:0005515	IEA	MF
CALMACT00000008535	GO:0005634	IEA	CC
CALMACT00000008535	GO:0005737	IEA	CC
CALMACT00000008535	GO:0006606	IEA	BP
CALMACT00000008535	GO:0008565	IEA	MF
CALMACT00000012570	GO:0003676	IEA	MF
CALMACT00000014278	GO:0005515	IEA	MF
CALMACT00000029575	GO:0005515	IEA	MF
CALMACT00000017646	GO:0003824	IEA	MF
CALMACT00000017646	GO:0003852	IEA	MF
CALMACT00000017646	GO:0009098	IEA	BP
CALMACT00000024591	GO:0005634	IEA	CC
CALMACT00000024591	GO:0008270	IEA	MF
CALMACT00000024591	GO:0046872	IEA	MF
CALMACT00000008101	GO:0005524	IEA	MF
CALMACT00000008101	GO:0016887	IEA	MF
CALMACT00000017399	GO:0004222	IEA	MF
CALMACT00000017399	GO:0006508	IEA	BP
CALMACT00000017399	GO:0004222	IEA	MF
CALMACT00000017399	GO:0006508	IEA	BP
CALMACT00000017399	GO:0008270	IEA	MF
CALMACT00000010149	GO:0003723	IEA	MF
CALMACT00000012522	GO:0016787	IEA	MF
CALMACT00000012522	GO:0016810	IEA	MF
CALMACT00000008752	GO:0005525	IEA	MF
CALMACT00000008752	GO:0007264	IEA	BP
CALMACT00000015308	GO:0003676	IEA	MF
CALMACT00000025944	GO:0005044	IEA	MF
CALMACT00000025944	GO:0016020	IEA	CC
CALMACT00000025944	GO:0016020	IEA	CC
CALMACT00000026561	GO:0004930	IEA	MF
CALMACT00000026561	GO:0007186	IEA	BP
CALMACT00000026561	GO:0016021	IEA	CC
CALMACT00000022654	GO:0006508	IEA	BP
CALMACT00000022654	GO:0008236	IEA	MF
CALMACT00000007482	GO:0016021	IEA	CC
CALMACT00000007482	GO:0022857	IEA	MF
CALMACT00000007482	GO:0055085	IEA	BP
CALMACT00000014078	GO:0005509	IEA	MF
CALMACT00000004228	GO:0000413	IEA	BP
CALMACT00000004228	GO:0003755	IEA	MF
CALMACT00000004228	GO:0006457	IEA	BP
CALMACT00000014212	GO:0003700	IEA	MF
CALMACT00000014212	GO:0006355	IEA	BP
CALMACT00000014212	GO:0008270	IEA	MF
CALMACT00000014212	GO:0043565	IEA	MF
CALMACT00000023371	GO:0016787	IEA	MF
CALMACT00000007708	GO:0005515	IEA	MF
CALMACT00000005609	GO:0003676	IEA	MF
CALMACT00000005609	GO:0003676	IEA	MF
CALMACT00000005609	GO:0004523	IEA	MF
CALMACT00000027187	GO:0005230	IEA	MF
CALMACT00000027187	GO:0006810	IEA	BP
CALMACT00000027187	GO:0016020	IEA	CC
CALMACT00000027187	GO:0006811	IEA	BP
CALMACT00000027187	GO:0016020	IEA	CC
CALMACT00000022657	GO:0005515	IEA	MF
CALMACT00000022657	GO:0016020	IEA	CC
CALMACT00000022015	GO:0004984	IEA	MF
CALMACT00000022015	GO:0005549	IEA	MF
CALMACT00000022015	GO:0007608	IEA	BP
CALMACT00000022015	GO:0016020	IEA	CC
CALMACT00000031274	GO:0003779	IEA	MF
CALMACT00000013214	GO:0005515	IEA	MF
CALMACT00000021639	GO:0005488	IEA	MF
CALMACT00000018218	GO:0003677	IEA	MF
CALMACT00000018218	GO:0006260	IEA	BP
CALMACT00000018218	GO:0005524	IEA	MF
CALMACT00000011441	GO:0006464	IEA	BP
CALMACT00000030177	GO:0005089	IEA	MF
CALMACT00000030177	GO:0035023	IEA	BP
CALMACT00000020601	GO:0003824	IEA	MF
CALMACT00000020601	GO:0008152	IEA	BP
CALMACT00000020601	GO:0003878	IEA	MF
CALMACT00000020601	GO:0005737	IEA	CC
CALMACT00000020601	GO:0044262	IEA	BP
CALMACT00000020601	GO:0044262	IEA	BP
CALMACT00000020601	GO:0046912	IEA	MF
CALMACT00000020601	GO:0048037	IEA	MF
CALMACT00000003270	GO:0008146	IEA	MF
CALMACT00000022648	GO:0003824	IEA	MF
CALMACT00000032488	GO:0006508	IEA	BP
CALMACT00000032488	GO:0008234	IEA	MF
CALMACT00000014737	GO:0004553	IEA	MF
CALMACT00000014737	GO:0005975	IEA	BP
CALMACT00000002764	GO:0016772	IEA	MF
CALMACT00000028903	GO:0046872	IEA	MF
CALMACT00000035036	GO:0003824	IEA	MF
CALMACT00000023893	GO:0003677	IEA	MF
CALMACT00000013899	GO:0005783	IEA	CC
CALMACT00000012444	GO:0005515	IEA	MF
CALMACT00000028795	GO:0004139	IEA	MF
CALMACT00000028795	GO:0005737	IEA	CC
CALMACT00000028795	GO:0009264	IEA	BP
CALMACT00000028795	GO:0016829	IEA	MF
CALMACT00000023623	GO:0015078	IEA	MF
CALMACT00000023623	GO:0015986	IEA	BP
CALMACT00000023623	GO:0045263	IEA	CC
CALMACT00000007374	GO:0005515	IEA	MF
CALMACT00000012151	GO:0004984	IEA	MF
CALMACT00000012151	GO:0005549	IEA	MF
CALMACT00000012151	GO:0007608	IEA	BP
CALMACT00000012151	GO:0016020	IEA	CC
CALMACT00000026978	GO:0005515	IEA	MF
CALMACT00000002477	GO:0000124	IEA	CC
CALMACT00000002477	GO:0003713	IEA	MF
CALMACT00000002477	GO:0005643	IEA	CC
CALMACT00000002477	GO:0006406	IEA	BP
CALMACT00000002477	GO:0045893	IEA	BP
CALMACT00000010404	GO:0005525	IEA	MF
CALMACT00000010404	GO:0005634	IEA	CC
CALMACT00000010404	GO:0005737	IEA	CC
CALMACT00000033375	GO:0005515	IEA	MF
CALMACT00000011752	GO:0004363	IEA	MF
CALMACT00000011752	GO:0005524	IEA	MF
CALMACT00000011752	GO:0006750	IEA	BP
CALMACT00000034124	GO:0005524	IEA	MF
CALMACT00000034124	GO:0016887	IEA	MF
CALMACT00000000891	GO:0016021	IEA	CC
CALMACT00000026896	GO:0000150	IEA	MF
CALMACT00000026896	GO:0003677	IEA	MF
CALMACT00000026896	GO:0006310	IEA	BP
CALMACT00000026896	GO:0003677	IEA	MF
CALMACT00000007415	GO:0004672	IEA	MF
CALMACT00000007415	GO:0005524	IEA	MF
CALMACT00000007415	GO:0006468	IEA	BP
CALMACT00000007415	GO:0016772	IEA	MF
CALMACT00000004790	GO:0016021	IEA	CC
CALMACT00000004790	GO:0055085	IEA	BP
CALMACT00000016570	GO:0035556	IEA	BP
CALMACT00000018479	GO:0004733	IEA	MF
CALMACT00000018479	GO:0010181	IEA	MF
CALMACT00000018479	GO:0055114	IEA	BP
CALMACT00000018479	GO:0010181	IEA	MF
CALMACT00000018479	GO:0016491	IEA	MF
CALMACT00000018479	GO:0055114	IEA	BP
CALMACT00000018479	GO:0016638	IEA	MF
CALMACT00000018479	GO:0055114	IEA	BP
CALMACT00000029974	GO:0003735	IEA	MF
CALMACT00000029974	GO:0005622	IEA	CC
CALMACT00000029974	GO:0005840	IEA	CC
CALMACT00000029974	GO:0006412	IEA	BP
CALMACT00000029974	GO:0005634	IEA	CC
CALMACT00000022020	GO:0046872	IEA	MF
CALMACT00000005969	GO:0003676	IEA	MF
CALMACT00000005969	GO:0005634	IEA	CC
CALMACT00000005969	GO:0005515	IEA	MF
CALMACT00000011536	GO:0005515	IEA	MF
CALMACT00000027695	GO:0046872	IEA	MF
CALMACT00000034428	GO:0016020	IEA	CC
CALMACT00000034428	GO:0035556	IEA	BP
CALMACT00000023916	GO:0005509	IEA	MF
CALMACT00000006488	GO:0003779	IEA	MF
CALMACT00000006488	GO:0008290	IEA	CC
CALMACT00000006488	GO:0030036	IEA	BP
CALMACT00000006488	GO:0071203	IEA	CC
CALMACT00000016565	GO:0005515	IEA	MF
CALMACT00000000265	GO:0046872	IEA	MF
CALMACT00000014575	GO:0008270	IEA	MF
CALMACT00000005575	GO:0016491	IEA	MF
CALMACT00000005575	GO:0055114	IEA	BP
CALMACT00000030280	GO:0003824	IEA	MF
CALMACT00000030280	GO:0008152	IEA	BP
CALMACT00000030280	GO:0008152	IEA	BP
CALMACT00000030280	GO:0016747	IEA	MF
CALMACT00000007714	GO:0003723	IEA	MF
CALMACT00000007784	GO:0003677	IEA	MF
CALMACT00000031906	GO:0010508	IEA	BP
CALMACT00000003598	GO:0042302	IEA	MF
CALMACT00000008248	GO:0003951	IEA	MF
CALMACT00000008248	GO:0006741	IEA	BP
CALMACT00000008248	GO:0008152	IEA	BP
CALMACT00000008248	GO:0003951	IEA	MF
CALMACT00000008248	GO:0008152	IEA	BP
CALMACT00000009850	GO:0003677	IEA	MF
CALMACT00000009850	GO:0003899	IEA	MF
CALMACT00000009850	GO:0006351	IEA	BP
CALMACT00000002340	GO:0003676	IEA	MF
CALMACT00000017661	GO:0006066	IEA	BP
CALMACT00000017661	GO:0008812	IEA	MF
CALMACT00000017661	GO:0016614	IEA	MF
CALMACT00000017661	GO:0050660	IEA	MF
CALMACT00000017661	GO:0055114	IEA	BP
CALMACT00000017661	GO:0016614	IEA	MF
CALMACT00000017661	GO:0050660	IEA	MF
CALMACT00000017661	GO:0055114	IEA	BP
CALMACT00000017661	GO:0016614	IEA	MF
CALMACT00000017661	GO:0055114	IEA	BP
CALMACT00000021162	GO:0003677	IEA	MF
CALMACT00000021162	GO:0016788	IEA	MF
CALMACT00000021162	GO:0043565	IEA	MF
CALMACT00000010416	GO:0003677	IEA	MF
CALMACT00000010416	GO:0043565	IEA	MF
CALMACT00000006306	GO:0005524	IEA	MF
CALMACT00000006306	GO:0016887	IEA	MF
CALMACT00000006306	GO:0051536	IEA	MF
CALMACT00000027964	GO:0016021	IEA	CC
CALMACT00000026157	GO:0008270	IEA	MF
CALMACT00000026157	GO:0016491	IEA	MF
CALMACT00000026157	GO:0055114	IEA	BP
CALMACT00000026157	GO:0016491	IEA	MF
CALMACT00000026157	GO:0055114	IEA	BP
CALMACT00000023856	GO:0004672	IEA	MF
CALMACT00000023856	GO:0005524	IEA	MF
CALMACT00000023856	GO:0006468	IEA	BP
CALMACT00000023856	GO:0016772	IEA	MF
CALMACT00000023856	GO:0017048	IEA	MF
CALMACT00000000040	GO:0046872	IEA	MF
CALMACT00000021659	GO:0005515	IEA	MF
CALMACT00000028730	GO:0003735	IEA	MF
CALMACT00000028730	GO:0005622	IEA	CC
CALMACT00000028730	GO:0005840	IEA	CC
CALMACT00000028730	GO:0006412	IEA	BP
CALMACT00000003104	GO:0005515	IEA	MF
CALMACT00000000111	GO:0003824	IEA	MF
CALMACT00000000111	GO:0004252	IEA	MF
CALMACT00000000111	GO:0006508	IEA	BP
CALMACT00000022910	GO:0005515	IEA	MF
CALMACT00000018827	GO:0000166	IEA	MF
CALMACT00000018827	GO:0000166	IEA	MF
CALMACT00000018827	GO:0046872	IEA	MF
CALMACT00000016895	GO:0016491	IEA	MF
CALMACT00000016895	GO:0016706	IEA	MF
CALMACT00000016895	GO:0055114	IEA	BP
CALMACT00000030735	GO:0003700	IEA	MF
CALMACT00000030735	GO:0006355	IEA	BP
CALMACT00000024117	GO:0008152	IEA	BP
CALMACT00000024117	GO:0016746	IEA	MF
CALMACT00000024117	GO:0008374	IEA	MF
CALMACT00000024117	GO:0044255	IEA	BP
CALMACT00000007246	GO:0006470	IEA	BP
CALMACT00000007246	GO:0008138	IEA	MF
CALMACT00000033702	GO:0004650	IEA	MF
CALMACT00000033702	GO:0005975	IEA	BP
CALMACT00000026846	GO:0004857	IEA	MF
CALMACT00000026846	GO:0004867	IEA	MF
CALMACT00000026846	GO:0005576	IEA	CC
CALMACT00000026846	GO:0030414	IEA	MF
CALMACT00000000441	GO:0003779	IEA	MF
CALMACT00000000441	GO:0016043	IEA	BP
CALMACT00000000441	GO:0003779	IEA	MF
CALMACT00000000441	GO:0017048	IEA	MF
CALMACT00000000441	GO:0030036	IEA	BP
CALMACT00000000441	GO:0005488	IEA	MF
CALMACT00000018620	GO:0003676	IEA	MF
CALMACT00000021638	GO:0004222	IEA	MF
CALMACT00000021638	GO:0006508	IEA	BP
CALMACT00000030052	GO:0008152	IEA	BP
CALMACT00000030052	GO:0016597	IEA	MF
CALMACT00000030052	GO:0016714	IEA	MF
CALMACT00000030052	GO:0055114	IEA	BP
CALMACT00000030226	GO:0003676	IEA	MF
CALMACT00000014299	GO:0003743	IEA	MF
CALMACT00000014299	GO:0006413	IEA	BP
CALMACT00000024364	GO:0003676	IEA	MF
CALMACT00000010082	GO:0008430	IEA	MF
CALMACT00000016738	GO:0042302	IEA	MF
CALMACT00000029678	GO:0003682	IEA	MF
CALMACT00000005779	GO:0003676	IEA	MF
CALMACT00000005779	GO:0008168	IEA	MF
CALMACT00000005779	GO:0032259	IEA	BP
CALMACT00000034025	GO:0005515	IEA	MF
CALMACT00000034025	GO:0006886	IEA	BP
CALMACT00000034025	GO:0016192	IEA	BP
CALMACT00000034025	GO:0030131	IEA	CC
CALMACT00000034025	GO:0006810	IEA	BP
CALMACT00000029068	GO:0006139	IEA	BP
CALMACT00000029068	GO:0008168	IEA	MF
CALMACT00000019561	GO:0008152	IEA	BP
CALMACT00000019561	GO:0016491	IEA	MF
CALMACT00000010474	GO:0046872	IEA	MF
CALMACT00000029958	GO:0003677	IEA	MF
CALMACT00000023249	GO:0005789	IEA	CC
CALMACT00000023249	GO:0006506	IEA	BP
CALMACT00000023249	GO:0016021	IEA	CC
CALMACT00000023249	GO:0016758	IEA	MF
CALMACT00000014566	GO:0003824	IEA	MF
CALMACT00000014566	GO:0008152	IEA	BP
CALMACT00000018869	GO:0003677	IEA	MF
CALMACT00000020760	GO:0003676	IEA	MF
CALMACT00000028799	GO:0000166	IEA	MF
CALMACT00000028799	GO:0004813	IEA	MF
CALMACT00000028799	GO:0005524	IEA	MF
CALMACT00000028799	GO:0005737	IEA	CC
CALMACT00000028799	GO:0006419	IEA	BP
CALMACT00000028799	GO:0000166	IEA	MF
CALMACT00000028799	GO:0004813	IEA	MF
CALMACT00000028799	GO:0005524	IEA	MF
CALMACT00000028799	GO:0006419	IEA	BP
CALMACT00000017540	GO:0003824	IEA	MF
CALMACT00000017540	GO:0003824	IEA	MF
CALMACT00000017540	GO:0008152	IEA	BP
CALMACT00000028420	GO:0005515	IEA	MF
CALMACT00000027933	GO:0005506	IEA	MF
CALMACT00000027933	GO:0016705	IEA	MF
CALMACT00000027933	GO:0020037	IEA	MF
CALMACT00000027933	GO:0055114	IEA	BP
CALMACT00000028751	GO:0005515	IEA	MF
CALMACT00000026892	GO:0016020	IEA	CC
